NorthStar,Business Unit,Service Line,Business Process 1,Business Process 2,Business Process 3,Business KPI 1,Business KPI 2,Business KPI 3,ITKPI 1,ITKPI 2,ITKPI 3
Improves Revenue Losses,,,Wholesale market Integration,Execute Origination Transaction,Perform customer segmentation,Value @ Risk (VaR),"Deal Closure Rate, Gas",,% of successful Transaction per day,,
Improves Revenue Losses,,,Wholesale market Integration,Manage Generation Integration,,,,,,,
Improves Revenue Losses,,,Wholesale market Integration,Manage Generation Integration,Manange real time dispatch,,,,,,
Improves Revenue Losses,,,Wholesale market Integration,Manage Generation Integration,Manange real time dispatch,Energy Production Distribution,,,,,
Improves Revenue Losses,,,Wholesale market Integration,Manage Generation Integration,Manange real time dispatch,Energy Production Distribution,Maintenance Cost / Total Sales,,,,
Improves Revenue Losses,,,Wholesale market Integration,Manage Generation Integration,Manange real time dispatch,Energy Production Distribution,Maintenance Cost / Total Sales,,Average time to deploy/Number of service reused,,
Improves Revenue Losses,,,Wholesale market Integration,Portfolio Strategy & Capital Allocation,,,,,,,
Improves Revenue Losses,,,Wholesale market Integration,Portfolio Strategy & Capital Allocation,Perform Capital Allocation,,,,,,
Improves Revenue Losses,,,Wholesale market Integration,Portfolio Strategy & Capital Allocation,Perform Capital Allocation,Working capital as % of Revenue,,,,,
Improves Revenue Losses,,,Wholesale market Integration,Portfolio Strategy & Capital Allocation,Perform Capital Allocation,Working capital as % of Revenue,Debt-equity ratio (ratio),,,,
Improves Revenue Losses,,,Wholesale market Integration,Portfolio Strategy & Capital Allocation,Perform Capital Allocation,Working capital as % of Revenue,Debt-equity ratio (ratio),RAROC (Risk- Adjusted Return on Capital),,,
Improves Revenue Losses,,,Wholesale market Integration,Portfolio Strategy & Capital Allocation,Perform Capital Allocation,Working capital as % of Revenue,Debt-equity ratio (ratio),RAROC (Risk- Adjusted Return on Capital),% of license and maintenance costs that are charged back to other parts of the business,,
Improves Revenue Losses,,,Wholesale market Integration,Portfolio Strategy & Capital Allocation,Perform Capital Allocation,Working capital as % of Revenue,Debt-equity ratio (ratio),Return on Assets,,,
Improves Revenue Losses,,,Wholesale market Integration,Portfolio Strategy & Capital Allocation,Perform Capital Allocation,Working capital as % of Revenue,Debt-equity ratio (ratio),Return on Assets,% of license and maintenance costs that are charged back to other parts of the business,,
Improves Revenue Losses,,,Wholesale market Integration,Portfolio Strategy & Capital Allocation,Perform Capital Allocation,Working capital as % of Revenue,Debt-equity ratio (ratio),Total Return on Portfolio,,,
Improves Revenue Losses,,,Wholesale market Integration,Portfolio Strategy & Capital Allocation,Perform Capital Allocation,Working capital as % of Revenue,Debt-equity ratio (ratio),Total Return on Portfolio,% of license and maintenance costs that are charged back to other parts of the business,,
Improves Revenue Losses,,,Wholesale market Integration,Portfolio Strategy & Capital Allocation,Perform Capital Allocation,Working capital as % of Revenue,Debt-equity ratio (ratio),,Unscheduled Downtime,,
Improves Revenue Losses,,,Wholesale market Integration,Portfolio Strategy & Capital Allocation,Develop and Maintain Asset Portfolio Strategy,,,,,,
Improves Revenue Losses,,,Wholesale market Integration,Portfolio Strategy & Capital Allocation,Develop and Maintain Asset Portfolio Strategy,Working capital as % of Revenue,,,,,
Improves Revenue Losses,,,Wholesale market Integration,Portfolio Strategy & Capital Allocation,Develop and Maintain Asset Portfolio Strategy,Working capital as % of Revenue,Debt-equity ratio (ratio),,,,
Improves Revenue Losses,,,Wholesale market Integration,Portfolio Strategy & Capital Allocation,Develop and Maintain Asset Portfolio Strategy,Working capital as % of Revenue,Debt-equity ratio (ratio),RAROC (Risk- Adjusted Return on Capital),,,
Improves Revenue Losses,,,Wholesale market Integration,Portfolio Strategy & Capital Allocation,Develop and Maintain Asset Portfolio Strategy,Working capital as % of Revenue,Debt-equity ratio (ratio),RAROC (Risk- Adjusted Return on Capital),% of license and maintenance costs that are charged back to other parts of the business,,
Improves Revenue Losses,,,Wholesale market Integration,Portfolio Strategy & Capital Allocation,Develop and Maintain Asset Portfolio Strategy,Working capital as % of Revenue,Debt-equity ratio (ratio),Return on Assets,,,
Improves Revenue Losses,,,Wholesale market Integration,Portfolio Strategy & Capital Allocation,Develop and Maintain Asset Portfolio Strategy,Working capital as % of Revenue,Debt-equity ratio (ratio),Return on Assets,% of license and maintenance costs that are charged back to other parts of the business,,
Improves Revenue Losses,,,Wholesale market Integration,Portfolio Strategy & Capital Allocation,Develop and Maintain Asset Portfolio Strategy,Working capital as % of Revenue,Debt-equity ratio (ratio),Total Return on Portfolio,,,
Improves Revenue Losses,,,Wholesale market Integration,Portfolio Strategy & Capital Allocation,Develop and Maintain Asset Portfolio Strategy,Working capital as % of Revenue,Debt-equity ratio (ratio),Total Return on Portfolio,% of license and maintenance costs that are charged back to other parts of the business,,
Improves Revenue Losses,,,Wholesale market Integration,Portfolio Strategy & Capital Allocation,Develop and Maintain Asset Portfolio Strategy,Working capital as % of Revenue,Debt-equity ratio (ratio),,Unscheduled Downtime,,
Improves Revenue Losses,,,Wholesale market Integration,Perform Risk Management,,,,,,,
Improves Revenue Losses,,,Wholesale market Integration,Perform Risk Management,Perform Market Risk Analysis,,,,,,
Improves Revenue Losses,,,Wholesale market Integration,Perform Risk Management,Perform Market Risk Analysis,Days Sales Outstanding,,,,,
Improves Revenue Losses,,,Wholesale market Integration,Perform Risk Management,Perform Market Risk Analysis,Days Sales Outstanding,"Accounts Receivable, Days",,,,
Improves Revenue Losses,,,Wholesale market Integration,Perform Risk Management,Perform Market Risk Analysis,Days Sales Outstanding,"Accounts Receivable, Days",High risk/High value project ratio,,,
Improves Revenue Losses,,,Wholesale market Integration,Perform Risk Management,Perform Market Risk Analysis,Days Sales Outstanding,"Accounts Receivable, Days",High risk/High value project ratio,% of key risk monitored & mitigated,,
Improves Revenue Losses,,,Wholesale market Integration,Perform Risk Management,Perform Market Risk Analysis,Days Sales Outstanding,"Accounts Receivable, Days",% of payable invoices without purchase order,,,
Improves Revenue Losses,,,Wholesale market Integration,Perform Risk Management,Perform Market Risk Analysis,Days Sales Outstanding,"Accounts Receivable, Days",% of payable invoices without purchase order,Average Time To Process An Invoice,,
Improves Revenue Losses,,,Wholesale market Integration,Perform Risk Management,Perform Market Risk Analysis,Days Sales Outstanding,"Accounts Receivable, Days",Net accounts receivable as % of assets,,,
Improves Revenue Losses,,,Wholesale market Integration,Perform Risk Management,Perform Market Risk Analysis,Days Sales Outstanding,"Accounts Receivable, Days",Net accounts receivable as % of assets,Average Time To Approve An Invoice,,
Improves Revenue Losses,,,Wholesale market Integration,Perform Risk Management,Perform Market Risk Analysis,Days Sales Outstanding,"Accounts Receivable, Days",% of overdue invoices,,,
Improves Revenue Losses,,,Wholesale market Integration,Perform Risk Management,Perform Market Risk Analysis,Days Sales Outstanding,"Accounts Receivable, Days",% of overdue invoices,Invoice Cycle Time,,
Optimized Asset Performance,,,,,,,,,,,
Optimized Asset Performance,,,Central Market Operations,,,,,,,,
Optimized Asset Performance,,,Central Market Operations,Manage Corporation,,,,,,,
Optimized Asset Performance,,,Central Market Operations,Manage Corporation,Plan & manage business strategy,,,,,,
Optimized Asset Performance,,,Central Market Operations,Manage Corporation,Plan & manage business strategy,Customer Satisfaction Index,,,,,
Optimized Asset Performance,,,Central Market Operations,Manage Corporation,Plan & manage business strategy,Customer Satisfaction Index,Operating Margin @ Risk (OMaR),,,,
Optimized Asset Performance,,,Central Market Operations,Manage Corporation,Plan & manage business strategy,Customer Satisfaction Index,Operating Margin @ Risk (OMaR),,% of opened tickets,,
Optimized Asset Performance,,,Central Market Operations,Manage Corporation,Plan & manage business strategy,Customer Satisfaction Index,Net Income and % of increase,,,,
Optimized Asset Performance,,,Central Market Operations,Manage Corporation,Plan & manage business strategy,Customer Satisfaction Index,Net Income and % of increase,,% of opened tickets,,
Optimized Asset Performance,,,Central Market Operations,Manage Core Operations,,,,,,,
Optimized Asset Performance,,,Central Market Operations,Manage Core Operations,Provide Operations Planning and Engineering,,,,,,
Optimized Asset Performance,,,Central Market Operations,Manage Core Operations,Provide Operations Planning and Engineering,MAIFI (Momentary Average Interruption Frequency Index),,,,,
Optimized Asset Performance,,,Central Market Operations,Manage Core Operations,Provide Operations Planning and Engineering,MAIFI (Momentary Average Interruption Frequency Index),SAIFI (System Average Interruption Frequency Index),,,,
Optimized Asset Performance,,,Central Market Operations,Manage Core Operations,Provide Operations Planning and Engineering,MAIFI (Momentary Average Interruption Frequency Index),SAIFI (System Average Interruption Frequency Index),,% of opened tickets,,
Optimized Asset Performance,,,Central Market Operations,Manage Core Operations,Provide Operations Planning and Engineering,MAIFI (Momentary Average Interruption Frequency Index),SAIDI (System Average Interruption Duration Index),,,,
Optimized Asset Performance,,,Central Market Operations,Manage Core Operations,Provide Operations Planning and Engineering,MAIFI (Momentary Average Interruption Frequency Index),SAIDI (System Average Interruption Duration Index),,% of opened tickets,,
Optimized Asset Performance,,,Central Market Operations,Manage Core Operations,Provide Operations Planning and Engineering,MAIFI (Momentary Average Interruption Frequency Index),CAIDI (Customer Average Interruption Duration Index),,,,
Optimized Asset Performance,,,Central Market Operations,Manage Core Operations,Provide Operations Planning and Engineering,MAIFI (Momentary Average Interruption Frequency Index),CAIDI (Customer Average Interruption Duration Index),,% of opened tickets,,
Optimized Asset Performance,,,Manage Generation Infrastructure,,,,,,,,
Optimized Asset Performance,,,Manage Generation Infrastructure,Manage Asset Programs and new builds,,,,,,,
Optimized Asset Performance,,,Manage Generation Infrastructure,Manage Asset Programs and new builds,Long Term Generation Asset Planning,,,,,,
Optimized Asset Performance,,,Manage Generation Infrastructure,Manage Asset Programs and new builds,Long Term Generation Asset Planning,Average Days of Supply,,,,,
Optimized Asset Performance,,,Manage Generation Infrastructure,Manage Asset Programs and new builds,Long Term Generation Asset Planning,Average Days of Supply,Fixed Asset Turnover,,,,
Optimized Asset Performance,,,Manage Generation Infrastructure,Manage Asset Programs and new builds,Long Term Generation Asset Planning,Average Days of Supply,Fixed Asset Turnover,Procurement Cycle Time,,,
Optimized Asset Performance,,,Manage Generation Infrastructure,Manage Asset Programs and new builds,Long Term Generation Asset Planning,Average Days of Supply,Fixed Asset Turnover,Procurement Cycle Time,Downtime in Proportion to Operating Time,,
Optimized Asset Performance,,,Manage Generation Infrastructure,Manage Asset Programs and new builds,Long Term Generation Asset Planning,Average Days of Supply,Fixed Asset Turnover,Resource Cost Accuracy,,,
Optimized Asset Performance,,,Manage Generation Infrastructure,Manage Asset Programs and new builds,Long Term Generation Asset Planning,Average Days of Supply,Fixed Asset Turnover,Resource Cost Accuracy,Cost of IT as % of total cost of KM,,
Optimized Asset Performance,,,Manage Generation Infrastructure,Manage Asset Programs and new builds,Long Term Generation Asset Planning,Average Days of Supply,Fixed Asset Turnover,Planned Vs Unplanned opex spend,,,
Optimized Asset Performance,,,Manage Generation Infrastructure,Manage Asset Programs and new builds,Long Term Generation Asset Planning,Average Days of Supply,Fixed Asset Turnover,Planned Vs Unplanned opex spend,% of software licenses under maintenance which are currently used,,
Optimized Asset Performance,,,Manage Generation Infrastructure,Manage Asset Programs and new builds,Long Term Generation Asset Planning,Average Days of Supply,Fixed Asset Turnover,Demand Forecasting Accuracy,,,
Optimized Asset Performance,,,Manage Generation Infrastructure,Manage Asset Programs and new builds,Long Term Generation Asset Planning,Average Days of Supply,Fixed Asset Turnover,Demand Forecasting Accuracy,Downtime in Proportion to Operating Time,,
Optimized Asset Performance,,,Manage Generation Infrastructure,Manage Asset Programs and new builds,Long Term Generation Asset Planning,Average Days of Supply,Fixed Asset Turnover,Asset Failure Spend Percentage,,,
Optimized Asset Performance,,,Manage Generation Infrastructure,Manage Asset Programs and new builds,Long Term Generation Asset Planning,Average Days of Supply,Fixed Asset Turnover,Asset Failure Spend Percentage,% of Overtime Budget,,
Optimized Asset Performance,,,Manage Generation Infrastructure,Manage Asset Programs and new builds,Long Term Generation Asset Planning,Transmission Corridor Utilization Index,,,,,
Optimized Asset Performance,,,Manage Generation Infrastructure,Manage Asset Programs and new builds,Long Term Generation Asset Planning,Transmission Corridor Utilization Index,Fixed Asset Turnover,,,,
Optimized Asset Performance,,,Manage Generation Infrastructure,Manage Asset Programs and new builds,Long Term Generation Asset Planning,Transmission Corridor Utilization Index,Fixed Asset Turnover,Procurement Cycle Time,,,
Optimized Asset Performance,,,Manage Generation Infrastructure,Manage Asset Programs and new builds,Long Term Generation Asset Planning,Transmission Corridor Utilization Index,Fixed Asset Turnover,Procurement Cycle Time,Downtime in Proportion to Operating Time,,
Optimized Asset Performance,,,Manage Generation Infrastructure,Manage Asset Programs and new builds,Long Term Generation Asset Planning,Transmission Corridor Utilization Index,Fixed Asset Turnover,Resource Cost Accuracy,,,
Optimized Asset Performance,,,Manage Generation Infrastructure,Manage Asset Programs and new builds,Long Term Generation Asset Planning,Transmission Corridor Utilization Index,Fixed Asset Turnover,Resource Cost Accuracy,Cost of IT as % of total cost of KM,,
Optimized Asset Performance,,,Manage Generation Infrastructure,Manage Asset Programs and new builds,Long Term Generation Asset Planning,Transmission Corridor Utilization Index,Fixed Asset Turnover,Planned Vs Unplanned opex spend,,,
Optimized Asset Performance,,,Manage Generation Infrastructure,Manage Asset Programs and new builds,Long Term Generation Asset Planning,Transmission Corridor Utilization Index,Fixed Asset Turnover,Planned Vs Unplanned opex spend,% of software licenses under maintenance which are currently used,,
Optimized Asset Performance,,,Manage Generation Infrastructure,Manage Asset Programs and new builds,Long Term Generation Asset Planning,Transmission Corridor Utilization Index,Fixed Asset Turnover,Demand Forecasting Accuracy,,,
Optimized Asset Performance,,,Manage Generation Infrastructure,Manage Asset Programs and new builds,Long Term Generation Asset Planning,Transmission Corridor Utilization Index,Fixed Asset Turnover,Demand Forecasting Accuracy,Downtime in Proportion to Operating Time,,
Optimized Asset Performance,,,Manage Generation Infrastructure,Manage Asset Programs and new builds,Long Term Generation Asset Planning,Transmission Corridor Utilization Index,Fixed Asset Turnover,Asset Failure Spend Percentage,,,
Optimized Asset Performance,,,Manage Generation Infrastructure,Manage Asset Programs and new builds,Long Term Generation Asset Planning,Transmission Corridor Utilization Index,Fixed Asset Turnover,Asset Failure Spend Percentage,% of Overtime Budget,,
Optimized Asset Performance,,,Manage Generation Infrastructure,Manage Asset Programs and new builds,Capital & O&M Budgeting,,,,,,
Optimized Asset Performance,,,Manage Generation Infrastructure,Manage Asset Programs and new builds,Capital & O&M Budgeting,Average Days of Supply,,,,,
Optimized Asset Performance,,,Manage Generation Infrastructure,Manage Asset Programs and new builds,Capital & O&M Budgeting,Average Days of Supply,Fixed Asset Turnover,,,,
Optimized Asset Performance,,,Manage Generation Infrastructure,Manage Asset Programs and new builds,Capital & O&M Budgeting,Average Days of Supply,Fixed Asset Turnover,Procurement Cycle Time,,,
Optimized Asset Performance,,,Manage Generation Infrastructure,Manage Asset Programs and new builds,Capital & O&M Budgeting,Average Days of Supply,Fixed Asset Turnover,Procurement Cycle Time,Downtime in Proportion to Operating Time,,
Optimized Asset Performance,,,Manage Generation Infrastructure,Manage Asset Programs and new builds,Capital & O&M Budgeting,Average Days of Supply,Fixed Asset Turnover,Resource Cost Accuracy,,,
Optimized Asset Performance,,,Manage Generation Infrastructure,Manage Asset Programs and new builds,Capital & O&M Budgeting,Average Days of Supply,Fixed Asset Turnover,Resource Cost Accuracy,Cost of IT as % of total cost of KM,,
Optimized Asset Performance,,,Manage Generation Infrastructure,Manage Asset Programs and new builds,Capital & O&M Budgeting,Average Days of Supply,Fixed Asset Turnover,Planned Vs Unplanned opex spend,,,
Optimized Asset Performance,,,Manage Generation Infrastructure,Manage Asset Programs and new builds,Capital & O&M Budgeting,Average Days of Supply,Fixed Asset Turnover,Planned Vs Unplanned opex spend,% of software licenses under maintenance which are currently used,,
Optimized Asset Performance,,,Manage Generation Infrastructure,Manage Asset Programs and new builds,Capital & O&M Budgeting,Average Days of Supply,Fixed Asset Turnover,Demand Forecasting Accuracy,,,
Optimized Asset Performance,,,Manage Generation Infrastructure,Manage Asset Programs and new builds,Capital & O&M Budgeting,Average Days of Supply,Fixed Asset Turnover,Demand Forecasting Accuracy,Downtime in Proportion to Operating Time,,
Optimized Asset Performance,,,Manage Generation Infrastructure,Manage Asset Programs and new builds,Capital & O&M Budgeting,Average Days of Supply,Fixed Asset Turnover,Asset Failure Spend Percentage,,,
Optimized Asset Performance,,,Manage Generation Infrastructure,Manage Asset Programs and new builds,Capital & O&M Budgeting,Average Days of Supply,Fixed Asset Turnover,Asset Failure Spend Percentage,% of Overtime Budget,,
Optimized Asset Performance,,,Core Operations,,,,,,,,
Optimized Asset Performance,,,Core Operations,Equipment Performance,,,,,,,
Optimized Asset Performance,,,Core Operations,Equipment Performance,Monitor Equipment Performance,,,,,,
Optimized Asset Performance,,,Core Operations,Equipment Performance,Monitor Equipment Performance,Asset health index,,,,,
Optimized Asset Performance,,,Core Operations,Equipment Performance,Monitor Equipment Performance,Asset health index,Percentage of Preventive Maintenance Cost over Total Maintenance Cost,,,,
Optimized Asset Performance,,,Core Operations,Equipment Performance,Monitor Equipment Performance,Asset health index,Percentage of Preventive Maintenance Cost over Total Maintenance Cost,Unplanned Maintenance Related Downtime,,,
Optimized Asset Performance,,,Core Operations,Equipment Performance,Monitor Equipment Performance,Asset health index,Percentage of Preventive Maintenance Cost over Total Maintenance Cost,Unplanned Maintenance Related Downtime,Application Effectiveness,,
Optimized Asset Performance,,,Core Operations,Equipment Performance,Monitor Equipment Performance,Asset health index,% of maintenance hours of operating time (maintenance efficiency),,,,
Optimized Asset Performance,,,Core Operations,Equipment Performance,Monitor Equipment Performance,Asset health index,% of maintenance hours of operating time (maintenance efficiency),Mean Time Between Failure (MTBF),,,
Optimized Asset Performance,,,Core Operations,Equipment Performance,Monitor Equipment Performance,Asset health index,% of maintenance hours of operating time (maintenance efficiency),Mean Time Between Failure (MTBF),Application Effectiveness,,
Optimized Asset Performance,,,Core Operations,Equipment Performance,Monitor Equipment Performance,Asset health index,Auxiliary Consumption,,,,
Optimized Asset Performance,,,Core Operations,Equipment Performance,Monitor Equipment Performance,Asset health index,Auxiliary Consumption,SOX emission rate per megawatt hour of generation,,,
Optimized Asset Performance,,,Core Operations,Equipment Performance,Monitor Equipment Performance,Asset health index,Auxiliary Consumption,SOX emission rate per megawatt hour of generation,Changeover time,,
Optimized Asset Performance,,,Core Operations,Equipment Performance,Monitor Equipment Performance,Asset health index,Auxiliary Consumption,Chemistry Index (CNSC),,,
Optimized Asset Performance,,,Core Operations,Equipment Performance,Monitor Equipment Performance,Asset health index,Auxiliary Consumption,Chemistry Index (CNSC),Changeover time,,
Optimized Asset Performance,,,Core Operations,Equipment Performance,Monitor Equipment Performance,Asset health index,Auxiliary Consumption,NOx emission rate per megawatt hour of generation,,,
Optimized Asset Performance,,,Core Operations,Equipment Performance,Monitor Equipment Performance,Asset health index,Auxiliary Consumption,NOx emission rate per megawatt hour of generation,Changeover time,,
Optimized Asset Performance,,,Core Operations,Equipment Performance,Monitor Equipment Performance,Asset health index,Plant Load Factor,,,,
Optimized Asset Performance,,,Core Operations,Equipment Performance,Monitor Equipment Performance,Asset health index,Plant Load Factor,Corporate average data efficiency (CADE),,,
Optimized Asset Performance,,,Core Operations,Equipment Performance,Monitor Equipment Performance,Asset health index,Plant Load Factor,Corporate average data efficiency (CADE),Changeover time,,
Optimized Asset Performance,,,Core Operations,Equipment Performance,Monitor Equipment Performance,Asset health index,Plant Load Factor,Environmental Responsibility Initiatives,,,
Optimized Asset Performance,,,Core Operations,Equipment Performance,Monitor Equipment Performance,Asset health index,Plant Load Factor,Environmental Responsibility Initiatives,Changeover time,,
Optimized Asset Performance,,,Core Operations,Equipment Performance,Monitor Equipment Performance,Asset health index,Plant Load Factor,Trend Unplanned Equipment Failure,,,
Optimized Asset Performance,,,Core Operations,Equipment Performance,Monitor Equipment Performance,Asset health index,Plant Load Factor,Trend Unplanned Equipment Failure,Changeover time,,
Optimized Asset Performance,,,Core Operations,Equipment Performance,Monitor Equipment Performance,Asset health index,Number of Unanticipated Safety System Actuation,,,,
Optimized Asset Performance,,,Core Operations,Equipment Performance,Monitor Equipment Performance,Asset health index,Number of Unanticipated Safety System Actuation,,Changeover time,,
Optimized Asset Performance,,,Core Operations,Equipment Performance,Establish Standard Equipment Labels,,,,,,
Optimized Asset Performance,,,Core Operations,Equipment Performance,Establish Standard Equipment Labels,Asset health index,,,,,
Optimized Asset Performance,,,Core Operations,Equipment Performance,Establish Standard Equipment Labels,Asset health index,Percentage of Preventive Maintenance Cost over Total Maintenance Cost,,,,
Optimized Asset Performance,,,Core Operations,Equipment Performance,Establish Standard Equipment Labels,Asset health index,Percentage of Preventive Maintenance Cost over Total Maintenance Cost,Unplanned Maintenance Related Downtime,,,
Optimized Asset Performance,,,Core Operations,Equipment Performance,Establish Standard Equipment Labels,Asset health index,Percentage of Preventive Maintenance Cost over Total Maintenance Cost,Unplanned Maintenance Related Downtime,Application Effectiveness,,
Optimized Asset Performance,,,Core Operations,Equipment Performance,Establish Standard Equipment Labels,Asset health index,% of maintenance hours of operating time (maintenance efficiency),,,,
Optimized Asset Performance,,,Core Operations,Equipment Performance,Establish Standard Equipment Labels,Asset health index,% of maintenance hours of operating time (maintenance efficiency),Mean Time Between Failure (MTBF),,,
Optimized Asset Performance,,,Core Operations,Equipment Performance,Establish Standard Equipment Labels,Asset health index,% of maintenance hours of operating time (maintenance efficiency),Mean Time Between Failure (MTBF),Application Effectiveness,,
Optimized Asset Performance,,,Core Operations,Equipment Performance,Establish Standard Equipment Labels,Asset health index,Auxiliary Consumption,,,,
Optimized Asset Performance,,,Core Operations,Equipment Performance,Establish Standard Equipment Labels,Asset health index,Auxiliary Consumption,SOX emission rate per megawatt hour of generation,,,
Optimized Asset Performance,,,Core Operations,Equipment Performance,Establish Standard Equipment Labels,Asset health index,Auxiliary Consumption,SOX emission rate per megawatt hour of generation,Changeover time,,
Optimized Asset Performance,,,Core Operations,Equipment Performance,Establish Standard Equipment Labels,Asset health index,Auxiliary Consumption,Chemistry Index (CNSC),,,
Optimized Asset Performance,,,Core Operations,Equipment Performance,Establish Standard Equipment Labels,Asset health index,Auxiliary Consumption,Chemistry Index (CNSC),Changeover time,,
Optimized Asset Performance,,,Core Operations,Equipment Performance,Establish Standard Equipment Labels,Asset health index,Auxiliary Consumption,NOx emission rate per megawatt hour of generation,,,
Optimized Asset Performance,,,Core Operations,Equipment Performance,Establish Standard Equipment Labels,Asset health index,Auxiliary Consumption,NOx emission rate per megawatt hour of generation,Changeover time,,
Optimized Asset Performance,,,Core Operations,Equipment Performance,Establish Standard Equipment Labels,Asset health index,Plant Load Factor,,,,
Optimized Asset Performance,,,Core Operations,Equipment Performance,Establish Standard Equipment Labels,Asset health index,Plant Load Factor,Corporate average data efficiency (CADE),,,
Optimized Asset Performance,,,Core Operations,Equipment Performance,Establish Standard Equipment Labels,Asset health index,Plant Load Factor,Corporate average data efficiency (CADE),Changeover time,,
Optimized Asset Performance,,,Core Operations,Equipment Performance,Establish Standard Equipment Labels,Asset health index,Plant Load Factor,Environmental Responsibility Initiatives,,,
Optimized Asset Performance,,,Core Operations,Equipment Performance,Establish Standard Equipment Labels,Asset health index,Plant Load Factor,Environmental Responsibility Initiatives,Changeover time,,
Optimized Asset Performance,,,Core Operations,Equipment Performance,Establish Standard Equipment Labels,Asset health index,Plant Load Factor,Trend Unplanned Equipment Failure,,,
Optimized Asset Performance,,,Core Operations,Equipment Performance,Establish Standard Equipment Labels,Asset health index,Plant Load Factor,Trend Unplanned Equipment Failure,Changeover time,,
Optimized Asset Performance,,,Core Operations,Equipment Performance,Establish Standard Equipment Labels,Asset health index,Number of Unanticipated Safety System Actuation,,,,
Optimized Asset Performance,,,Core Operations,Equipment Performance,Establish Standard Equipment Labels,Asset health index,Number of Unanticipated Safety System Actuation,,Changeover time,,
Optimized Asset Performance,,,Core Operations,Operate the Plant,,,,,,,
Optimized Asset Performance,,,Core Operations,Operate the Plant,Monitor & Control Plant Chemistry,,,,,,
Optimized Asset Performance,,,Core Operations,Operate the Plant,Monitor & Control Plant Chemistry,Asset health index,,,,,
Optimized Asset Performance,,,Core Operations,Operate the Plant,Monitor & Control Plant Chemistry,Asset health index,Percentage of Preventive Maintenance Cost over Total Maintenance Cost,,,,
Optimized Asset Performance,,,Core Operations,Operate the Plant,Monitor & Control Plant Chemistry,Asset health index,Percentage of Preventive Maintenance Cost over Total Maintenance Cost,Unplanned Maintenance Related Downtime,,,
Optimized Asset Performance,,,Core Operations,Operate the Plant,Monitor & Control Plant Chemistry,Asset health index,Percentage of Preventive Maintenance Cost over Total Maintenance Cost,Unplanned Maintenance Related Downtime,Application Effectiveness,,
Optimized Asset Performance,,,Core Operations,Operate the Plant,Monitor & Control Plant Chemistry,Asset health index,% of maintenance hours of operating time (maintenance efficiency),,,,
Optimized Asset Performance,,,Core Operations,Operate the Plant,Monitor & Control Plant Chemistry,Asset health index,% of maintenance hours of operating time (maintenance efficiency),Mean Time Between Failure (MTBF),,,
Optimized Asset Performance,,,Core Operations,Operate the Plant,Monitor & Control Plant Chemistry,Asset health index,% of maintenance hours of operating time (maintenance efficiency),Mean Time Between Failure (MTBF),Application Effectiveness,,
Optimized Asset Performance,,,Core Operations,Operate the Plant,Monitor & Control Plant Chemistry,Asset health index,Auxiliary Consumption,,,,
Optimized Asset Performance,,,Core Operations,Operate the Plant,Monitor & Control Plant Chemistry,Asset health index,Auxiliary Consumption,SOX emission rate per megawatt hour of generation,,,
Optimized Asset Performance,,,Core Operations,Operate the Plant,Monitor & Control Plant Chemistry,Asset health index,Auxiliary Consumption,SOX emission rate per megawatt hour of generation,Changeover time,,
Optimized Asset Performance,,,Core Operations,Operate the Plant,Monitor & Control Plant Chemistry,Asset health index,Auxiliary Consumption,Chemistry Index (CNSC),,,
Optimized Asset Performance,,,Core Operations,Operate the Plant,Monitor & Control Plant Chemistry,Asset health index,Auxiliary Consumption,Chemistry Index (CNSC),Changeover time,,
Optimized Asset Performance,,,Core Operations,Operate the Plant,Monitor & Control Plant Chemistry,Asset health index,Auxiliary Consumption,NOx emission rate per megawatt hour of generation,,,
Optimized Asset Performance,,,Core Operations,Operate the Plant,Monitor & Control Plant Chemistry,Asset health index,Auxiliary Consumption,NOx emission rate per megawatt hour of generation,Changeover time,,
Optimized Asset Performance,,,Core Operations,Operate the Plant,Monitor & Control Plant Chemistry,Asset health index,Plant Load Factor,,,,
Optimized Asset Performance,,,Core Operations,Operate the Plant,Monitor & Control Plant Chemistry,Asset health index,Plant Load Factor,Corporate average data efficiency (CADE),,,
Optimized Asset Performance,,,Core Operations,Operate the Plant,Monitor & Control Plant Chemistry,Asset health index,Plant Load Factor,Corporate average data efficiency (CADE),Changeover time,,
Optimized Asset Performance,,,Core Operations,Operate the Plant,Monitor & Control Plant Chemistry,Asset health index,Plant Load Factor,Environmental Responsibility Initiatives,,,
Optimized Asset Performance,,,Core Operations,Operate the Plant,Monitor & Control Plant Chemistry,Asset health index,Plant Load Factor,Environmental Responsibility Initiatives,Changeover time,,
Optimized Asset Performance,,,Core Operations,Operate the Plant,Monitor & Control Plant Chemistry,Asset health index,Plant Load Factor,Trend Unplanned Equipment Failure,,,
Optimized Asset Performance,,,Core Operations,Operate the Plant,Monitor & Control Plant Chemistry,Asset health index,Plant Load Factor,Trend Unplanned Equipment Failure,Changeover time,,
Optimized Asset Performance,,,Core Operations,Operate the Plant,Monitor & Control Plant Chemistry,Asset health index,Number of Unanticipated Safety System Actuation,,,,
Optimized Asset Performance,,,Core Operations,Operate the Plant,Monitor & Control Plant Chemistry,Asset health index,Number of Unanticipated Safety System Actuation,,Changeover time,,
Optimized Asset Performance,,,Core Operations,Operate the Plant,"Operate & Maintain Structures, Systems and Components",,,,,,
